Designator,Mid X,Mid Y,Rotation,Layer
C1,172.3,-71.7,270.0,top
C2,165.0,-80.805,90.0,top
D1,175.72928,-71.725,90.0,top
D2,153.85,-72.9,0.0,top
D3,181.8,-80.8,270.0,top
D4,157.2,-80.7825,90.0,top
Q1,153.8275,-63.96,90.0,top
R1,172.3,-65.3,90.0,top
R2,165.0,-90.5,90.0,top
R3,144.0,-80.805,90.0,top
R4,144.0,-90.5,90.0,top
R5,150.0,-90.5,270.0,top
U1,165.0,-63.96,90.0,top
