Designator,Mid X,Mid Y,Rotation,Layer
D1,142.75,-79.3,180.0,top
D2,142.75,-79.3,0.0,bottom
D3,137.6,-78.1,180.0,top
D4,137.6,-80.5,0.0,bottom
D5,137.6,-80.5,180.0,top
D6,137.6,-78.1,0.0,bottom
D7,131.6,-79.275,90.0,top
D8,131.6,-79.2725,270.0,bottom
R1,134.5,-79.25,90.0,top
R2,134.5,-79.25,270.0,bottom
